CountryName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H4_Emergency investment in healthcare,H6_Facial Coverings,Change
Australia,20200123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,20200124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,20200125,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1
Australia,20200126,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Australia,20200127,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Australia,20200128,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Australia,20200129,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Australia,20200130,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Australia,20200131,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Australia,20200201,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1
Australia,20200202,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200203,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200204,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200205,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200206,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200207,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200208,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200209,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200210,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200211,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200212,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200213,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200214,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200215,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200216,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200217,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200218,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200219,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200220,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200221,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200222,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200223,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200224,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200225,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200226,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200227,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200228,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200229,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200301,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200302,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200303,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200304,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200305,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200306,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200307,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200308,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200309,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200310,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
Australia,20200311,0,0,0,0,0,0,0,3,0,0,2,1,1561787799,0,1
Australia,20200312,0,0,0,0,0,0,0,3,1,0,2,1,0,0,2
Australia,20200313,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0
Australia,20200314,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0
Australia,20200315,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0
Australia,20200316,0,0,1,2,0,0,0,3,1,0,2,1,0,0,1
Australia,20200317,0,0,1,2,0,0,0,3,1,0,2,1,0,0,0
Australia,20200318,0,0,2,2,0,0,0,3,1,0,2,1,0,0,1
Australia,20200319,0,0,2,2,0,0,2,3,1,0,2,1,0,0,1
Australia,20200320,0,0,2,2,0,0,2,4,1,0,2,1,0,0,1
Australia,20200321,0,0,2,2,0,0,2,4,1,0,2,1,7530897,0,1
Australia,20200322,0,0,2,2,0,0,2,4,1,0,2,1,0,0,-1
Australia,20200323,0,2,2,2,0,0,2,4,1,0,2,1,0,0,1
Australia,20200324,3,2,2,3,0,1,2,4,1,0,2,1,0,0,1
Australia,20200325,3,2,2,3,0,1,2,4,1,2,2,1,0,0,1
Australia,20200326,3,2,2,3,0,1,2,4,1,2,2,1,0,0,0
Australia,20200327,3,2,2,3,0,1,2,4,1,2,2,1,0,0,0
Australia,20200328,3,2,2,3,0,1,2,4,1,2,2,1,0,0,0
Australia,20200329,3,2,2,4,0,1,2,4,1,2,2,1,0,0,1
Australia,20200330,3,2,2,4,0,1,2,4,1,2,2,1,0,0,0
Australia,20200331,3,2,2,4,0,1,2,4,1,2,2,1,0,0,0
Australia,20200401,3,2,2,4,0,1,2,4,1,2,2,1,0,0,0
Australia,20200402,3,2,2,4,0,2,2,4,1,2,2,1,0,0,1
Australia,20200403,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200404,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200405,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200406,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200407,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200408,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200409,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200410,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200411,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200412,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200413,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200414,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200415,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200416,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200417,3,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200418,2,2,2,4,0,2,2,4,1,2,2,1,0,0,-1
Australia,20200419,2,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200420,2,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200421,2,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200422,2,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200423,2,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200424,2,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200425,2,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200426,2,2,2,4,0,2,2,4,1,2,2,1,0,0,0
Australia,20200427,2,2,2,4,0,2,2,4,1,2,2,3,0,0,1
Australia,20200428,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200429,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200430,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200501,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200502,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200503,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200504,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200505,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200506,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200507,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200508,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200509,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200510,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200511,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200512,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200513,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200514,2,2,2,4,0,2,2,4,1,2,2,3,0,0,0
Australia,20200515,2,1,2,4,0,1,2,4,1,2,2,3,0,0,-1
Australia,20200516,2,1,2,4,0,1,2,4,1,2,2,3,0,0,0
Australia,20200517,2,1,2,4,0,1,2,4,1,2,2,3,0,0,0
Australia,20200518,2,1,2,4,1,1,2,4,1,2,2,3,0,0,1
Australia,20200519,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200520,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200521,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200522,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200523,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200524,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200525,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200526,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200527,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200528,2,1,2,4,1,1,2,4,1,2,2,3,0,0,0
Australia,20200529,2,1,2,4,1,0,2,4,1,2,2,3,0,0,-1
Australia,20200530,2,1,2,4,1,0,2,4,1,2,2,3,0,0,0
Australia,20200531,2,1,2,4,1,0,2,4,1,2,2,3,0,0,0
Australia,20200601,2,1,2,3,1,0,2,4,1,2,2,3,0,0,-1
Australia,20200602,2,1,2,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200603,2,1,2,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200604,2,1,2,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200605,2,1,2,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200606,2,1,2,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200607,2,1,2,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200608,2,1,2,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200609,1,1,2,3,1,0,2,4,1,2,2,3,0,0,-1
Australia,20200610,1,1,2,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200611,1,1,2,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200612,1,1,1,3,1,0,2,4,1,2,2,3,0,0,-1
Australia,20200613,1,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200614,1,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200615,1,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200616,1,1,1,3,1,0,2,4,1,2,2,3,267992561,0,1
Australia,20200617,1,1,1,3,1,0,2,4,1,2,2,3,0,0,-1
Australia,20200618,1,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200619,1,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200620,1,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200621,1,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200622,1,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200623,2,1,1,3,1,0,2,4,1,2,2,3,0,0,1
Australia,20200624,2,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200625,2,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200626,2,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200627,2,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200628,2,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200629,2,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200630,2,1,1,3,1,0,2,4,1,2,2,3,0,0,0
Australia,20200701,3,2,2,3,1,2,2,4,1,2,2,3,0,0,1
Australia,20200702,3,2,2,3,1,2,2,4,1,2,2,3,0,0,0
Australia,20200703,3,2,2,3,1,2,2,4,1,2,2,3,0,0,0
Australia,20200704,3,2,2,3,1,2,2,4,1,2,2,3,0,0,0
Australia,20200705,3,2,2,3,1,2,2,4,1,2,2,3,0,0,0
Australia,20200706,3,2,2,3,1,2,2,4,1,2,2,3,0,0,0
Australia,20200707,3,2,2,3,1,2,2,4,1,2,2,3,0,0,0
Australia,20200708,3,2,2,4,1,3,2,4,1,2,2,3,0,0,1
Australia,20200709,3,2,2,4,1,3,2,4,1,2,2,3,0,0,0
Australia,20200710,3,2,2,4,1,3,2,4,1,2,2,3,0,0,0
Australia,20200711,3,2,2,4,1,3,2,4,1,2,2,3,0,0,0
Australia,20200712,3,2,2,4,1,3,2,4,1,2,2,3,0,0,0
Australia,20200713,2,2,2,4,1,3,2,4,1,2,2,3,0,1,2
Australia,20200714,2,2,2,4,1,3,2,4,1,2,2,3,0,1,0
Australia,20200715,2,2,2,4,1,3,2,4,1,2,2,3,0,1,0
Australia,20200716,2,2,2,4,1,2,2,4,1,2,2,3,0,1,-1
Australia,20200717,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200718,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200719,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200720,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200721,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200722,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200723,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200724,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200725,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200726,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200727,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200728,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200729,2,2,2,4,1,2,2,4,1,2,2,3,0,1,0
Australia,20200730,2,2,2,4,1,2,2,4,1,2,2,3,0,4,1
Australia,20200731,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200801,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200802,2,3,2,4,1,3,2,4,1,2,2,3,0,4,1
Australia,20200803,3,3,2,4,1,3,2,4,1,2,2,3,0,4,1
Australia,20200804,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200805,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200806,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200807,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200808,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200809,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200810,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200811,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200812,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200813,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200814,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200815,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200816,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200817,3,3,2,4,1,3,2,4,1,2,2,3,23152213.83,4,1
Australia,20200818,3,3,2,4,1,3,2,4,1,2,2,3,0,4,-1
Australia,20200819,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200820,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200821,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200822,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200823,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200824,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200825,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200826,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200827,3,3,2,4,1,3,2,4,1,2,2,3,0,4,0
Australia,20200828,3,3,2,4,1,2,2,4,1,2,2,3,0,4,-1
Australia,20200829,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200830,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200831,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200901,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200902,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200903,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200904,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200905,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200906,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200907,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200908,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200909,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200910,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200911,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200912,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200913,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200914,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200915,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200916,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200917,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200918,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200919,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200920,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200921,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200922,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200923,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200924,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200925,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200926,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200927,3,3,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200928,2,2,2,4,1,2,2,4,1,2,2,3,0,4,-1
Australia,20200929,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20200930,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201001,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201002,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201003,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201004,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201005,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201006,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201007,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201008,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201009,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201010,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201011,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201012,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201013,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201014,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201015,2,2,2,4,1,2,2,4,1,2,2,3,0,4,0
Australia,20201016,2,2,2,4,1,2,2,3,1,2,2,3,0,4,-1
Australia,20201017,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201018,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201019,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201020,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201021,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201022,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201023,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201024,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201025,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201026,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201027,2,2,2,4,1,2,2,3,1,2,2,3,0,4,0
Australia,20201028,1,1,1,3,1,1,2,3,1,2,2,3,0,4,-1
Australia,20201029,1,1,1,3,1,1,2,3,1,2,2,3,0,4,0
Australia,20201030,1,1,1,3,1,1,2,3,1,2,2,3,0,4,0
Australia,20201031,1,1,1,3,1,1,2,3,1,2,2,3,0,4,0
Australia,20201101,1,1,1,3,1,1,2,3,1,2,2,3,0,4,0
Australia,20201102,1,1,1,3,1,1,2,3,1,2,2,3,0,4,0
Australia,20201103,1,1,1,3,1,1,2,3,1,2,2,3,0,4,0
Australia,20201104,1,1,1,3,1,1,2,3,1,2,2,3,0,4,0
Canada,20200101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20200122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Canada,20200123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Canada,20200124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Canada,20200125,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Canada,20200126,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Canada,20200127,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Canada,20200128,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Canada,20200129,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Canada,20200130,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Canada,20200131,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Canada,20200201,0,0,0,0,0,0,0,1,0,0,0,1,35,0,1
Canada,20200202,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200203,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200204,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200205,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200206,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200207,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200208,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200209,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200210,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200211,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200212,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200213,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200214,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200215,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200216,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200217,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200218,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
Canada,20200219,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0
